FID,osm_id,amenity,name,operator,ref-FR-GendarmerieNationale,official_name,police-FR,seasonal,emergency,military,office,phone,contact-phone,emergency_phone,fax,contact-fax,email,contact-email,opening_hours,wheelchair,short_name,alt_name,old_name,operator-type,website,contact-website,url,addr-housename,addr-housenumber,addr-street,addr-city,addr-postcode,addr-full,wikidata,wikipedia,description,source,note,osm_version,osm_timestamp,the_geom,osm_original_geom,osm_type
police_point.2104438895,2104438895,police,Kommando Kantonspolizei Basel-Landschaft,Kantonspolizei Basel-Landschaft,,,,,,,,+41 61 553 34 34,,,,,,,,yes,,,,,,,,,25,Rheinstrasse,Liestal,4410,,,,,,,6,2025-01-15T12:43:57Z,POINT (2622039.799669467 1259568.0272817656),,node
police_point.2131042137,2131042137,police,Kantonspolizei,,,,,,,,,+41 27 606 68 10,,,,,,,"Mo-Fr 08:00-12:00, 13:30-17:30",yes,,,,,,,,,16B,Napoleonstrasse,Visp,3930,,,,,,,5,2023-08-10T20:08:04Z,POINT (2634348.8250071215 1126736.1552389038),,node
police_point.2136177803,2136177803,police,Kantonspolizei Graubünden,,,,,,,,,,,,,,,,,no,,,,,,,,,142a,Landstrasse,Klosters,7250,,,,,https://www.gr.ch/DE/institutionen/verwaltung/djsg/kapo/ueberuns/organisation/regionenpolizei/regionmittelbuenden/Seiten/PolizeipostenKlosters.aspx,,5,2025-11-12T11:05:57Z,POINT (2786141.6802727436 1194125.8038100712),,node
police_point.2137533249,2137533249,police,,,,,,,,,,,,,,,,,,,,,,,https://www.polouest.ch/horaires-2/,,,,1,Chemin de Chisaz,Crissier,1023,,,,,,Mardi: 08h00-11h30 | Jeudi: 14h00-18h00,3,2021-02-28T00:23:14Z,POINT (2534008.201674977 1155835.5178283846),,node
police_point.2150131766,2150131766,police,Polizeistützpunkt Mels,Kanton SG,,,,,,,,,,,,,,,"Mo-Fr 07:30-12:00,13:30-17:00",,,,,,,,,,9,Werkhofstrasse,Mels,8887,,,,,,,2,2013-12-23T20:21:07Z,POINT (2751793.29274754 1211930.0931158825),,node
police_point.2154037433,2154037433,police,Polizia comunale,,,,,,,,,+41 91 695 09 91,,,,,,,,,,,,,,,,,,Via Carlo Cattaneo,,,,,,,,,3,2025-11-17T05:38:31Z,POINT (2723427.5781188617 1076753.9574689972),,node
police_point.2175619848,2175619848,police,Seepolizei Thunersee,Kantonspolizei Bern,,,,,,,,+41 31 638 86 30,,,,,,,,,,,,,,,,,103a,Interlakenstrasse,Faulensee,3705,,,,,,,4,2023-12-27T15:42:36Z,POINT (2621425.73100133 1168624.0816731898),,node
police_point.2192848285,2192848285,police,Polizeiwache Thun,Kantonspolizei Bern,,,,,,,,+41 33 227 61 11,,,,,,,"Mo-Fr 07:30-12:00,14:00-18:00; Sa 07:30-16:00",,,,,,,,,,18,Allmendstrasse,Thun,3600,,,,,,,3,2019-11-16T16:05:49Z,POINT (2614060.8907813756 1178787.1249806322),,node
police_point.2194597816,2194597816,police,Corps de garde Moutier,police cantonale bernoise,,,,,,,,+41 32 494 54 11,,,,,,,,,,,,,,,,,30,Rue du Château,Moutier,2740,,,,,,,2,2019-11-16T15:58:47Z,POINT (2595019.459000902 1236636.7833831562),,node
police_point.2222451436,2222451436,police,Polizeiwache Hinterkappelen (Wohlen),Kantonspolizei Bern,,,,,,,,+41 31 368 75 41,,,,,,,"Mo,Th 16:00-18:00",,,,,,,,,,2,Schulstrasse,Hinterkappelen,3032,,,,,,,6,2023-12-27T15:42:36Z,POINT (2595480.4491237807 1201859.752757021),,node
police_point.2240049156,2240049156,police,Kantonspolizei / Regionalpolizei,,,,,,,,,+41 62 765 90 30,,,,,,,,,,,,,https://www.repolagsued.ch/,,,,5b,Bahnhofstrasse,Reinach AG,5734,,,,,,,5,2025-02-26T05:24:50Z,POINT (2656424.178902088 1233595.9462256224),,node
police_point.2262623438,2262623438,police,Polizeiwache Belp,,,,,,,,,+41 31 368 74 01,,,,,,,Mo-Fr 08:00-12:00; 14:00-17:00,no,,,,,,,,,55,Dorfstrasse,Belp,3123,,,,,,,4,2018-12-19T14:34:21Z,POINT (2604795.1063226396 1193254.3892679582),,node
police_point.2276694651,2276694651,police,Stadtpolizei Bülach,Stadt Bülach,,,,,,,,+41 44 863 13 00,,,,,stadtpolizei@buelach.ch,,"Mo-We 08:00-12:00, 14:00-17:00; Th 08:00-12:00, 14:00-18:39; Fr 08:00-14:00; PH off",,,KomPol Bülach,,,,,,,4a,Allmendstrasse,Bülach,8180,,,,,,,8,2024-06-08T10:30:40Z,POINT (2682803.528879543 1263362.1169143675),,node
police_point.2278013844,2278013844,police,Polizeiposten Schlieren,Kantonspolizei Zürich,,,,,,,,+41 44 755 60 00,,,,,,,,yes,,Kapo,,,,,,,4,Freiestrasse,Schlieren,8952,,,,,,,7,2022-02-18T03:07:37Z,POINT (2676170.904503937 1249978.6765864468),,node
police_point.2279236752,2279236752,police,Polizeiposten Stadtpolizei Schlieren/ Urdorf,Stadt Schlieren,,,,,,,,+41 44 738 14 14,,,,,,,"Mo-Fr 08:00-12:00, 13:00-17:00",,,KomPol Schlieren/ Urdorf,,,,,,,4,Freiestrasse,Schlieren,8952,,,,,,,8,2022-02-18T03:10:29Z,POINT (2676171.2544257944 1249973.1882009364),,node
police_point.2290183946,2290183946,police,Regionenposten Grenchen,Kantonspolizei Solothurn,,,,,,,,,,,,,,,"Mo-Fr 08:00-12:00,13:00-17:00; Sa 08:00-12:00",,,,,,https://so.ch/verwaltung/departement-des-innern/polizei/polizeiposten/grenchen/,,,,,,,,,,,,,,7,2023-03-26T16:57:41Z,POINT (2596804.2844298054 1227020.502802183),,node
police_point.2291907808,2291907808,police,,,,,,,,,,+41 26 305 87 85,,,,,,,,yes,,,,,,,,,11,Route du Péage,Sugiez,1786,,,,,,,4,2019-11-16T17:10:10Z,POINT (2575630.7680083853 1201605.5596693729),,node
police_point.2297683341,2297683341,police,,,,,,,,,,,,,,,,,,no,,,,,,,,,10,Falkensteinerstrasse,Balsthal,4710,,,,,,,3,2020-11-13T18:40:28Z,POINT (2619334.8704644935 1240594.188191364),,node
police_point.2313963846,2313963846,police,Regionalpolizei Neufeld,,,,,,,,,,,,,,,,,,,,,,,,,,166,Neubrückstrasse,Bern,3012,,,,,,,1,2013-05-21T06:20:01Z,POINT (2599518.2680338784 1201364.5565041476),,node
police_point.2358229135,2358229135,police,Polizeistation,,,,,,,,,+41 32 346 88 41,,,,,,,,,,,,,,,,,7,Hauptgasse,Büren an der Aare,3294,,,,,survey,,5,2024-10-29T22:28:09Z,POINT (2594893.4377623615 1221011.4978634808),,node
police_point.2373834084,2373834084,police,Polizeiposten Flughafen,Kantonspolizei Zürich,,,,,,,,+41 44 655 57 58,,,,,,,Mo-Su 05:30-21:30,,,,,,,,,,,Hotelstrasse,Kloten,8302,,,,,,,5,2022-02-18T00:48:34Z,POINT (2684663.2213257626 1256244.0993662223),,node
police_point.2395798924,2395798924,police,Police cantonale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2021-12-14T13:26:33Z,POINT (2571759.570186529 1106060.4494607248),,node
police_point.2395798925,2395798925,police,Police municipale,,,,,,,,,+41 27 721 27 01,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2021-12-14T13:26:33Z,POINT (2571729.0902838544 1105538.215449706),,node
police_point.2397886329,2397886329,police,Poste de Police,,,,,,,,,,,,,,,,,,,,,,,,,,10,Rue Neuve,Sainte-Croix,1450,,,,,Bing,,4,2021-10-17T20:59:09Z,POINT (2528469.653769805 1186112.529333164),,node
police_point.2405149044,2405149044,police,Polizia Comunale Capriasca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2013-08-02T13:17:50Z,POINT (2718711.3111363896 1102365.6058323542),,node
police_point.2428852603,2428852603,police,Polizeiposten Unterengstringen,Kantonspolizei Zürich,,,,,,,,+41 44 750 90 20,,,,,,,"Mo-Fr 08:00 - 12:00, 13:00 - 17:00",,,Kapo,,,,,,,42,Zürcherstrasse,Unterengstringen,8103,,,,,https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/standorte/dietikon/station3.html,,7,2025-08-07T14:32:57Z,POINT (2676321.818677921 1251893.627492288),,node
police_point.2440334032,2440334032,police,Police municipale,,,,,,,,,+41224182222,,,,,,,Mo-Fr 09:00-17:00,,,,,,,,,,1,Rue Julia-Chamorel,Genève,1201,,,,,survey,surveyed by Alex-7 with OsmPad and bicycle,7,2024-08-27T07:53:30Z,POINT (2499664.512710818 1118553.7658689541),,node
police_point.2441591782,2441591782,police,Kommando Schaffhauser Polizei,Schaffhauser Polizei,,,,,,,,+41 52 624 24 24,,,,,,,,,,Kapo,,,http://www.shpol.ch,,,,1,Beckenstube,Schaffhausen,8200,,,,,,,3,2022-02-18T03:05:43Z,POINT (2689818.8297783677 1283344.9642754197),,node
police_point.2469121549,2469121549,police,Verkehrspolizei Lausen,Polizei Basel-Landschaft,,,,,,,,+41 61 553 39 10,,,+41 61 921 93 41,,pol.verk.lausen@bl.ch,,"Mo-Fr 09:00-11:30,13:30-16:00",,,,,,,,,,43,Brühlstrasse,Lausen,4415,,,,,,,5,2025-01-15T14:48:18Z,POINT (2624057.448742945 1258116.3140660156),,node
police_point.2532021094,2532021094,police,Police cantonale,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,3,2024-10-16T13:53:58Z,POINT (2572740.593000512 1252282.1455267463),,node
police_point.2696793492,2696793492,police,Polizeiposten Stans,Kantonspolizei Nidwalden,,,,,,,,+41 41 618 44 66,,,,,,,,,,Kapo NW,,,,,,,1,Kreuzstrasse,Stans,6370,,,,,,,4,2025-06-17T16:55:33Z,POINT (2672078.760914644 1201985.3551721587),,node
police_point.2777143136,2777143136,police,Polizeiposten Engelberg,Kantonspolizei Obwalden,,,,,,,,+41 41 666 68 00,,,,,,,,,,,,,,,,,1,Dorfstrasse,Engelberg,6390,,,,,,,3,2019-05-04T16:03:55Z,POINT (2673959.8354867427 1185987.6762739222),,node
police_point.2815352537,2815352537,police,Polizeiwache Adelboden,,,,,,,,,+41 33 356 85 21,,,,,,,,,,,,,,,,,11,Obere Dorfstrasse,Adelboden,3715,,,,,,,4,2026-04-10T08:40:28Z,POINT (2609174.8237431343 1149027.011465814),,node
police_point.2860664391,2860664391,police,Polizeidienststelle Cham,Zuger Polizei,,,,,,,,+41 41 728 41 41,,,,,,,"Mo 08:00-11:45, 13:30-18:00; Tu-Fr 08:00-11:45, 13:30-17:00",limited,,,,,,,,,9,Luzernerstrasse,Cham,6330,,,,,,,6,2025-10-03T16:44:58Z,POINT (2677329.8255110458 1225986.0904241235),,node
police_point.2874189319,2874189319,police,Brigade du lac de Neuchâtel,Police cantonale vaudoise Gendarmerie,,,,,,,,+41 24 557 62 41,,,,,,,,yes,,,,,,,,,6,Rue du Parc,Yverdon-les-Bains,1400,,,,,,,3,2019-11-16T15:17:32Z,POINT (2538899.2315518674 1182059.5740742374),,node
police_point.2885594254,2885594254,police,Poste de Police de Chailly,Police de Lausanne,,,,,,,,,+41 21 315 34 65,,,,,,Mo-Fr 09:00-17:00,,,,,,,,,,5,Avenue de Chailly,Lausanne,1012,,,,,,,3,2018-12-27T13:06:12Z,POINT (2539643.5372280944 1153091.4453234044),,node
police_point.2925703785,2925703785,police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2015-06-10T09:08:44Z,POINT (2705240.1289141746 1114344.0970505113),,node
police_point.2939489550,2939489550,police,Polizeiwache Ostring,,,,,,,,,,+41 31 6348011,,,,,,Mo-Fr 07:00-18:00; Sa-Su off,,,,,,https://www.police.be.ch/police/de/index/ueber-uns/organisation/wachen/polizeiwachen_detail.html?Gemeinde=Bern&GdeNr=351&wID=1&spr=de&checkval=3,,,,,,,,,,,,website,,6,2019-12-15T01:28:47Z,POINT (2601872.3119818415 1198619.062345129),,node
police_point.3028531127,3028531127,police,Abteilung Spezial,Stadtpolizei Zürich,,,,,,,,,,,,,,,,,,,,,,,,,59,Förrlibuckstrasse,Zürich,8005,,,,,,,4,2025-11-10T08:51:00Z,POINT (2681251.4931341633 1249489.3265259927),,node
police_point.3089384432,3089384432,police,Polizeiposten Flüelen,Kantonspolizei Uri,,,,,,,,+41 41 874 53 53,,,,,,,,,,Kapo Uri,,,,,,,1,Allmendstrasse,Flüelen,6454,,,,,,,3,2022-02-16T02:57:06Z,POINT (2690191.9298998816 1194516.9562142638),,node
police_point.3105627382,3105627382,police,Posto di polizia di Poschiavo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2026-02-27T09:48:23Z,POINT (2801537.002543414 1133659.42679638),,node
police_point.3114408658,3114408658,police,Polizeiwache Aarberg,Kantonspolizei Bern,,,,,,,,+41 31 638 87 50,,,,,,,"Mo-Fr 08:30-11:30, Fr 10:00-17:00",,,,,,,,,,,,,,"Stadtplatz 33, 3270 Aarberg",,,,,,6,2023-12-27T12:14:33Z,POINT (2587611.5777327693 1210315.1762233535),,node
police_point.3139607641,3139607641,police,Gendarmerie Vaudoise,Gendarmerie cantonale,,,,,,,,+41 26 557 32 40,,,,,,,,,,,,,,,,,6,Rue du Temple,Payerne,1530,,,,,,,4,2021-12-03T11:28:00Z,POINT (2561859.3143867985 1185604.9621871589),,node
police_point.3159005531,3159005531,police,Polizeiwache Zollikofen,Kantonspolizei Bern,,,,,,,,,+41 31 638 83 00,,,,,,"Mo,We,Fr 08:00-17:00; PH closed",,,,,,,,,,,,,,,,,,,,7,2024-08-27T20:38:01Z,POINT (2601901.9902670733 1205055.6773204214),,node
police_point.3168174266,3168174266,police,Poste de police La Neuveville,Kantonspolizei Bern,,,,,,,,+41 31 638 88 60,,,,,,,We 14:00-17:00,,,,,,,,,,1,Rue des Fossés,La Neuveville,2520,,,,,,,3,2023-12-27T12:14:33Z,POINT (2573693.0402512695 1212638.6545708159),,node
police_point.3174416266,3174416266,police,Kantonspolizei,,,,,,,,,+41 71 353 93 33,,,,,,,"Mo,Tu,Th,Fr 08:30-11:30; We 13:30-16:30",yes,,,,,,,,,,,Teufen,9053,,,,,,,6,2024-01-08T09:58:48Z,POINT (2747294.3025062727 1250679.6156966495),,node
police_point.3282349614,3282349614,police,Posten Zuchwil,Kanton Solothurn,,,,,,,,+41 32 627 98 98,,,,,,,,,,,,,,,,,25b,Dorfackerstrasse,Zuchwil,4528,,,,,,,2,2019-11-16T15:39:54Z,POINT (2609441.0849285503 1228046.3024335585),,node
police_point.3299927168,3299927168,police,Posten Schönenwerd,Kanton Solothurn,,,,,,,,+41 62 858 22 51,,,,,,,,,,,,,,,,,17,C. F. Ballystrasse,Schönenwerd,5012,,,,,,,4,2025-05-07T07:39:26Z,POINT (2642663.4724734714 1247166.589040624),,node
police_point.3432344662,3432344662,police,Police cantonale vaudoise Gendarmerie,,,,,,,,,+41 24 557 73 21,,,,,,,,no,,,,,,,,,2,Place du Château,Grandson,1422,,,,,,,4,2025-07-09T09:56:18Z,POINT (2539489.7796732388 1184521.995277654),,node
police_point.3441082572,3441082572,police,Polizeiposten Bonstetten,Kantonspolizei Zürich,,,,,,,,+41 58 648 66 20,,,,,,,,,,,,,,,,,8,Heumattstrasse,Bonstetten,8906,,,,,,,8,2025-09-03T10:58:28Z,POINT (2677823.9330815873 1241845.780517173),,node
police_point.3454693840,3454693840,police,,Kantonspolizei Bern,,,,,,,,+41 31 638 87 20,,,,,,,,,,,,,https://www.police.be.ch/de/start/themen/seepolizei/standorte-seepolizei.html,,,,4,Kleintwann,Twann,2513,,,,,,,5,2023-12-27T15:42:36Z,POINT (2578256.6448654337 1215739.2281272009),,node
police_point.3465954594,3465954594,police,Polizeiwache Nidau,,,,,,,,,+41 32 346 87 01,,,,,,,,,,,,,,,,,4,Weyermattstrasse,Nidau,2560,,,,,,,3,2025-10-17T16:40:12Z,POINT (2584905.340266212 1219492.352592179),,node
police_point.3468090780,3468090780,police,Polizeiposten Stadtpolizei Egg,Stadt Egg,,,,,,,,+41 43 277 11 80,,,,,,,,,,KomPol Egg,,,,,,,149,Forchstrasse,Egg (ZH),8132,,,,,,,5,2023-06-14T08:32:59Z,POINT (2694549.9269418316 1239779.152311267),,node
police_point.3501366862,3501366862,police,Police cantonale,Kantonspolizei Bern,,,,,,,,+41 31 638 88 50,,,,,,,,,,,,,,,,,5,Rue de la Reuchenette,Péry,2603,,,,,,,3,2026-03-25T18:31:30Z,POINT (2585419.162737243 1226602.939788185),,node
police_point.3530901991,3530901991,police,Poste de police,,,,,,,,,+41 21 315 15 15,,,,,,,Mo-Su 11:30-14:00,,,,,,,,,,2,Route d'Oron,Lausanne,1010,,,,,,,3,2025-01-18T11:01:24Z,POINT (2539313.5331390933 1153846.9760217308),,node
police_point.3566325747,3566325747,police,Polizeiposten Stadtpolizei Illnau-Effretikon,Stadt Illnau-Effretikon,,,,,,,,+41 52 354 23 33,,,,,,,,yes,,KomPol Illnau-Effretikon,,,https://www.ilef.ch/stadtverwaltung/verwaltung/stadtpolizei/,,,,2,Rikonerstrasse,Effretikon,8307,,,,,,,8,2026-02-26T07:09:05Z,POINT (2694165.5165016446 1253716.5059951635),,node
police_point.3619938083,3619938083,police,Poste de gendarmerie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-02-13T09:38:03Z,POINT (2562741.609679095 1121970.5254699392),,node
police_point.3619938084,3619938084,police,Police municipale de Monthey,,,,,,,,,+41 24 475 75 75,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,4,2023-07-07T19:30:57Z,POINT (2561987.8480690704 1122290.7644388687),,node
police_point.3663385994,3663385994,police,Polizeiposten Steckborn,Kantonspolizei Thurgau,,,,,,,,+41 58 345 26 00,,,,,,,"Mo-Fr 09:00-11:30, 14:00-16:30",,,,,,https://kapo.tg.ch/ueber-uns/regionalpolizei/polizeiposten-steckborn.html/2147,,,,5,Frauenfelderstrasse,Steckborn,8266,,,,,,,6,2023-07-24T14:30:56Z,POINT (2716039.353443602 1280515.5016042728),,node
police_point.3666858905,3666858905,police,Poste de police,Police cantonale,,,,,,,,+41 22 427 64 20,,,,,,,,,,,,,,,,,55,Route du Pont-Butin,Petit-Lancy,1213,,,,,,,2,2019-12-10T10:17:25Z,POINT (2497688.906993786 1116194.5880840588),,node
police_point.3687734410,3687734410,police,Poste de police,Police Neuchâteloise de proximité,,,,,,,,+41 32 889 00 00,,,,,,,,,,,,,,,,,1,Place de l'Hôtel-de-Ville,La Chaux-de-Fonds,2300,,,,,,,3,2022-03-23T16:11:42Z,POINT (2554007.424155312 1217074.7701061794),,node
police_point.3849931155,3849931155,police,Posten Laufenburg,Kantonspolizei Aargau,,,,,,,,,,,,,,,,,,,,,https://www.ag.ch/de/dvi/kantonspolizei/kapo_auftrag/polizeiposten_finder/kantonspolizei_laufenburg/kantonspolizei_laufenburg_1.jsp,,,,6,Marktplatz,Laufenburg,5080,,,,,,,2,2024-01-07T11:01:12Z,POINT (2646881.2738181925 1268183.8419909056),,node
police_point.3854564361,3854564361,police,Polizeiposten Volketswil,Kantonspolizei Zürich,,,,,,,,+41 44 908 27 20,,,,,,,,yes,,Kapo,,,,,,,21,Zentralstrasse,Volketswil,8604,,,,,,,6,2022-02-18T04:41:12Z,POINT (2694034.250026432 1249404.7353488787),,node
police_point.3860710812,3860710812,police,Polizeiposten Gemeindepolizei Thalwil,Gemeinde Thalwil,,,,,,,,+41 44 723 23 90,,,,+41 44 723 23 65,,gemeindepolizei@thalwil.ch,"Mo 08:00-10:00,16:00-18:00; Tu-We 09:00-11:00,14:00-16:00; Th 14:00-17:30; Fr 09:00-11:00,14:00-16:00",,,KomPol Thalwil,,,,https://www.thalwil.ch/aemter/1864,,,102,Alte Landstrasse,Thalwil,8800,,,,,,,8,2025-11-05T06:34:58Z,POINT (2685296.194023067 1238441.1876029123),,node
police_point.3905369857,3905369857,police,Polizeiposten Dübendorf,Kantonspolizei Zürich,,,,,,,,+41 44 802 90 50,,,,,,,"Mo-Fr 08:00-12:00, 13:30-17:00",yes,,,,,,,,,66,Wilstrasse,Dübendorf,8600,,,,,,,4,2022-02-17T03:55:45Z,POINT (2688949.4716269462 1249772.162615183),,node
police_point.3928701142,3928701142,police,Polizia Comunale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2026-01-28T05:40:01Z,POINT (2711988.8884165487 1092145.8734188597),,node
police_point.3956260460,3956260460,police,Polizeistation Wattwil,Kantonspolizei St. Gallen,,,,,,,,+41 58 229 51 00,,,,,,,,,,,,,,,,,7,Grüenauweg,Wattwil,9630,,,,,,,3,2021-05-13T21:03:10Z,POINT (2724471.6803778377 1240428.1321825185),,node
police_point.3978030047,3978030047,police,Polizeiposten Andelfingen,Kantonspolizei Zürich,,,,,,,,+41 52 305 21 11,,,,,,,,,,,,,,,,,17,Thurtalstrasse,Andelfingen,8450,,,,,,,5,2024-03-04T07:48:41Z,POINT (2693399.5195794534 1272348.4154104937),,node
police_point.3984007758,3984007758,police,Polizeiposten Gemeindepolizei Weiningen,Gemeinde Weningen,,,,,,,,+41 44 750 99 00,,,,,verbund@polizei-rl.ch,,,,,KomPol Weiningen,,,,,,,21,Grossächerstrasse,Weiningen (ZH),8104,,,,,,,4,2022-08-31T09:32:20Z,POINT (2675544.4052935946 1252206.4293744762),,node
police_point.4025872957,4025872957,police,Police municipale,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genève,,,,,,,,2,2024-10-27T10:56:33Z,POINT (2499243.369022745 1119521.9174853107),,node
police_point.4040252023,4040252023,police,,Kantonspolizei Basellandschaft,,,,,,,,,,,,,,,,,,,,,,,,,33,Erlenstrasse,Therwil,4106,,,,,,,8,2025-02-20T13:16:51Z,POINT (2608868.5330816666 1261593.7040267051),,node
police_point.4049828481,4049828481,police,Polizeiposten Aesch,,,,,,,,,+41 61 756 77 70,,,+41 61 756 77 19,,gemeindepolizei@aesch.bl.ch,,Mo-Tu 10:00-12:00; We 7:30-12:00; Th-Fr 10:00-12:00; ,,,,,,https://www.aesch.bl.ch/de/oeffentlichesicherheit/,,,,23 + 25,Hauptstrasse,Aesch,4147,,,,,,,3,2023-11-04T17:38:55Z,POINT (2612086.1233071 1257224.5283139185),,node
police_point.4064834113,4064834113,police,Polizia Ceresio Nord,Comune di Massagno,,,,,,,,+41919121000,,,,,,,,,,,,,,,,,4,Via Val Gersa,Massagno,6900,,,,,,,2,2024-10-12T12:58:25Z,POINT (2716355.1484788656 1097054.380183782),,node
police_point.4072386426,4072386426,police,Police Cantonale du Valais,,,,,,,,,,,,,,,,,,,,,,,,,,,,Verbier,,,,,,,,3,2018-01-16T18:28:57Z,POINT (2583686.0052766926 1104897.3516025634),,node
police_point.4109203293,4109203293,police,Police Est Lausannois,,,,,,,,,+41 21 721 33 11,,,,,,,24/7,,,,,,https://www.police-el.ch/fr,,,,9,Rue de la Poste,Pully,1009,,,,,,,6,2023-08-17T11:28:48Z,POINT (2540270.2791656815 1151258.1206361237),,node
police_point.4144203875,4144203875,police,,,,,,,,,,+41 31 368 72 81,,,,,,,"Mo-We,Fr 08:00-12:00, 14:00-17:00",limited,,,,,,,,,2,Aeschistrasse,Münsingen,3110,,,,,,,4,2021-11-16T08:35:16Z,POINT (2609454.887694001 1190954.9322410705),,node
police_point.4178039191,4178039191,police,Stadtpolizei,,,,,,,,,,,,,,,,,,,,,,,,,,5,Bahnhofstrasse,Bischofszell,9220,,,,,,,2,2017-09-25T12:05:52Z,POINT (2735820.521927807 1261858.3146588816),,node
police_point.4207802837,4207802837,police,Umweltschutz- und Seepolizei,Kantonspolizei Schwyz,,,,,,,,+41 55 410 44 93,,,,,,,,,,,,,https://www.sz.ch/xml_1/internet/de/application/d999/d2537/d2538/d23859/p26217.cfm?strasse=Hurdnerwaeldlistrasse+27a+8808+Pfaeffikon,,,,27a,Hurdnerwäldlistrasse,Pfäffikon SZ,8808,,,,Umweltschutz- und Seepolizei Ausserschwyz Kantonspolizei Schwyz,,,9,2026-01-04T19:45:39Z,POINT (2702824.474251594 1228939.512606742),,node
police_point.4318363104,4318363104,police,Polizia Città di Mendrisio,,,,,,,,,,,,,,,,,,,,,,https://mendrisio.ch/uffici/polizia-citta-di-mendrisio/,,,,1,Via Franco Zorzi,Mendrisio,6850,,,,,,,4,2019-08-10T11:20:03Z,POINT (2719980.401454445 1081258.8672873713),,node
police_point.4318363105,4318363105,police,Polizia Repubblica e Cantone Ticino,,,,,,,,,,,,,,,,,,,,,,https://www4.ti.ch/di/pol/polizia-cantonale/,,,,1,Via Franco Zorzi,Mendrisio,6850,,,,,,,4,2019-08-10T11:20:03Z,POINT (2719974.878524067 1081276.6379220837),,node
police_point.4362865650,4362865650,police,Polizeiposten Sarnen,Kantonspolizei Obwalden,,,,,,,,+41 41 666 65 00,,,,,,,,,,Kapo OW,,,,,,,,Foribach,Sarnen,6060,,,,,,,4,2022-02-06T16:02:26Z,POINT (2662083.7113016876 1194226.6410605495),,node
police_point.4368540394,4368540394,police,Polizeiposten Amriswil,Kantonspolizei Thurgau,,,,,,,,+41 58 345 27 00,,,,,,,"Mo-Fr 09:00-11:30, 14:00-16:30; PH off",,,,,,https://kapo.tg.ch/ueber-uns/aussendienst/kantonspolizeposten-amriswil.html/2140,,,,38,Bahnhofstrasse,Amriswil,8580,,,,,,,6,2025-03-15T17:25:28Z,POINT (2740363.1558502903 1268190.9314239402),,node
police_point.4384901490,4384901490,police,Polizeiposten Sulgen,Kantonspolizei Thurgau,,,,,,,,+41 58 345 23 60,,,,,,,,,,,,,https://kapo.tg.ch/ueber-uns/aussendienst/polizeiposten-sulgen.html/2162,,,,19,Bahnhofstrasse,,8583,,,,,,,4,2019-04-02T21:04:32Z,POINT (2731326.2169456333 1267126.0497144505),,node
police_point.4391479048,4391479048,police,BTB St-Maurice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2021-07-15T19:19:14Z,POINT (2567134.356840587 1116809.5995963826),,node
police_point.4395839456,4395839456,police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2016-09-11T09:18:32Z,POINT (2536710.061961453 1151990.9029270213),,node
police_point.4415258338,4415258338,police,Gemeindepolizei Allschwil,,,,,,,,,+41 61 486 27 00,,,,,,,,yes,,,,,,,,,111,Baslerstrasse,Allschwil,4123,,,,,,,3,2026-03-22T16:32:07Z,POINT (2608083.627348039 1266900.389633893),,node
